Title,Global,Hours_Viewed,Runtime,Views,Time_Period,averageRating,numVotes,genres,Is_Global,Popularity,Sufficient Votes,Genre: Romance,Genre: Comedy,Genre: Animation,Genre: Documentary,Genre: Sport,Genre: Horror,Genre: Fantasy,Genre: Sci-Fi,Genre: Drama,Genre: News,Genre: Action,Genre: Mystery,Genre: Family,Genre: Adventure,Genre: Biography,Genre: History,Genre: Music,Genre: Short,Genre: Game-Show,Genre: Talk-Show
No Pressure,Yes,52400000,113.0,27800000,2024 H1,7.7,191,"Comedy,Drama,Family",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ghostbusters: Frozen Empire,No,53000000,115.0,27700000,2024 H2,7.4,17,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anyone But You,No,47600000,104.0,27500000,2024 H1,6.1,158567,"Comedy,Romance",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla Minus One,No,57500000,126.0,27400000,2024 H1,6.1,15,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love is in the Air,Yes,40500000,89.0,27300000,2023 H2,8.0,12,"Comedy,Romance",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twister: Caught in the Storm,Yes,40500000,89.0,27300000,2025 H1,6.8,4524,Documentary,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania 3: Summer Vacation,No,44200000,97.0,27300000,2025 H1,6.3,95844,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dungeons & Dragons: Honor Among Thieves,No,60900000,134.0,27300000,2024 H2,6.7,51,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ice Age: Collision Course,No,44000000,97.0,27200000,2024 H1,5.7,82991,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Madame Web,No,52500000,116.0,27200000,2024 H1,4.6,41,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Mother,Yes,53000000,117.0,27200000,2024 H1,9.1,11,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,No,39400000,93.0,25400000,2023 H2,7.2,169,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Predator,No,45700000,108.0,25400000,2024 H2,7.7,50,"Biography,Crime,Documentary",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Greatest Night in Pop,Yes,40900000,97.0,25300000,2024 H1,7.9,15618,"Documentary,Music",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Christmas Chronicles: Part Two,Yes,48300000,115.0,25200000,2024 H2,6.0,38849,"Adventure,Comedy,Family",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Maharaja,No,58400000,141.0,24900000,2024 H2,7.2,78,"Drama,Family",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Spider-Man: Across the Spider-Verse,No,57600000,140.0,24700000,2023 H2,7.9,60,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Courier,No,42000000,102.0,24700000,2024 H1,7.2,80031,"Drama,History,Mystery",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Jack Reacher: Never Go Back,No,48100000,118.0,24500000,2024 H2,6.2,188551,"Action,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Number 24,No,45100000,112.0,24200000,2025 H1,6.6,209,Animation,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Man: Most Wanted,No,42800000,106.0,24200000,2025 H1,5.6,8630,"Action,Crime,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uprising,Yes,51300000,128.0,24000000,2024 H2,7.2,5322,"Drama,War",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Venom: Let There Be Carnage,No,38700000,97.0,23900000,2024 H2,6.3,27,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pope's Exorcist,No,40900000,104.0,23600000,2023 H2,6.1,99049,"Horror,Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bad Guys: A Very Bad Holiday,Yes,9800000,25.0,23500000,2023 H2,5.2,2706,"Action,Adventure,Animation",1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Silencing,No,36800000,94.0,23500000,2023 H2,7.2,15,Short,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gifted,No,39900000,102.0,23500000,2024 H2,8.6,40,Drama,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transformers: Rise of the Beasts,No,49500000,127.0,23400000,2024 H2,6.7,45,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Soulcatcher,Yes,39000000,100.0,23400000,2023 H2,3.7,1552,"Action,Adventure,Thriller",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ruby Gillman, Teenage Kraken",No,35500000,91.0,23400000,2024 H1,5.7,13854,"Animation,Comedy,Romance",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek the Third,No,36600000,95.0,23100000,2025 H1,5.8,281,"Action,Adventure,Comedy",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Sniper: Assassin's End,No,36200000,95.0,22900000,2023 H2,5.4,5552,"Action,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fear Street: Prom Queen,Yes,34400000,90.0,22900000,2025 H1,5.1,23160,"Horror,Mystery,Thriller",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trainwreck: Poop Cruise,Yes,20800000,55.0,22700000,2025 H1,6.0,8325,Documentary,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unfrosted,Yes,36100000,96.0,22600000,2024 H1,5.5,35825,"Biography,Comedy,History",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Fast and the Furious,No,39300000,106.0,22200000,2023 H2,6.8,446357,"Action,Crime,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Delicious,Yes,37700000,102.0,22200000,2025 H1,7.7,72,"Animation,Comedy,Romance",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Ends With Us,No,48500000,131.0,22200000,2024 H2,6.9,10,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Heart Knows,No,32600000,89.0,22000000,2025 H1,7.1,18,"Crime,Documentary",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Children,Yes,35600000,97.0,22000000,2024 H2,9.5,7,"Action,Adventure,Animation",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Smurfs: The Lost Village,No,33000000,90.0,22000000,2024 H1,6.0,26768,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Plane,No,39100000,107.0,21900000,2025 H1,8.6,10,"Drama,Short",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The SpongeBob Movie: Sponge Out of Water,No,34900000,96.0,21800000,2025 H1,7.6,10,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Headspace: Unwind Your Mind,Yes,5400000,15.0,21600000,2024 H1,7.2,225,"Animation,Documentary,Short",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Animal,Yes,72500000,201.0,21600000,2024 H1,6.4,19,"Animation,Short",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sea Beast,Yes,42700000,119.0,21500000,2024 H1,6.3,229,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Subservience,No,37300000,105.0,21300000,2024 H2,6.3,82,"Animation,Horror,Short",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Art of Love,Yes,34500000,99.0,20900000,2024 H1,7.2,34,"Action,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Overhaul,Yes,34300000,100.0,20600000,2023 H2,7.5,10,"Documentary,Short",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fast X,No,48500000,141.0,20600000,2025 H1,6.8,16,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choose Love,Yes,26400000,77.0,20600000,2023 H2,9.4,33,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sweet Bobby: My Catfish Nightmare,Yes,27800000,82.0,20300000,2024 H2,6.2,6248,Documentary,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Outback,Yes,32300000,96.0,20200000,2025 H1,6.5,11918,"Adventure,Animation,Comedy",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Do Patti,Yes,43000000,128.0,20200000,2024 H2,6.2,69890,"Crime,Drama,Mystery",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Jaane Jaan,Yes,46900000,139.0,20200000,2023 H2,7.0,16198,"Crime,Drama,Mystery",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fast & Furious Presents: Hobbs & Shaw,No,45600000,136.0,20100000,2024 H2,6.8,52,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jailbreak: Love on the Run,Yes,29800000,89.0,20100000,2024 H2,6.4,3703,"Crime,Documentary",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Einstein and the Bomb,Yes,25700000,77.0,20000000,2024 H1,6.2,4260,"Documentary,History",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Catering Christmas,No,28700000,86.0,20000000,2023 H2,5.9,5084,"Comedy,Romance",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready or Not,No,32300000,97.0,20000000,2024 H2,8.2,17,"Adventure,Documentary,Reality-TV",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Laapataa Ladies,Yes,41100000,124.0,19900000,2024 H1,8.3,55135,"Comedy,Drama",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Sharkboy and Lavagirl,No,30800000,93.0,19900000,2023 H2,7.9,132,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindcage,No,32000000,97.0,19800000,2024 H1,4.6,8906,"Crime,Drama,Horror",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fighter,No,53600000,164.0,19600000,2024 H1,7.4,260,Documentary,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norbit,No,33600000,103.0,19600000,2025 H1,4.3,85895,"Comedy,Romance",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boss Baby: Get That Baby!,Yes,7800000,24.0,19500000,2024 H2,5.1,424,"Adventure,Animation,Comedy",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Angry Birds Movie,No,31900000,98.0,19500000,2024 H1,6.3,113574,"Action,Adventure,Animation",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Scoop,Yes,33200000,103.0,19300000,2024 H1,7.1,13,"Crime,Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crew,No,38900000,121.0,19300000,2024 H1,7.7,9,Drama,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher,No,41800000,130.0,19300000,2024 H2,7.0,384115,"Action,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fast Five,No,41900000,130.0,19300000,2023 H2,7.3,426213,"Action,Crime,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Wick: Chapter 3 - Parabellum,No,41800000,131.0,19100000,2024 H1,7.6,88,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grown Ups 2,No,32100000,101.0,19100000,2024 H2,8.2,50,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Beautiful Game,Yes,39900000,126.0,19000000,2024 H1,7.2,131,"Documentary,Sport",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Underpants: The First Epic Movie,No,28200000,89.0,19000000,2023 H2,6.2,35537,"Action,Adventure,Animation",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kung Fu Panda 3,No,30000000,95.0,18900000,2024 H1,6.5,10,"Game-Show,Reality-TV",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Disturbia,No,33100000,105.0,18900000,2024 H1,6.8,269817,"Crime,Drama,Mystery",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Martha,Yes,36300000,116.0,18800000,2024 H2,7.2,95,"Drama,Short",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Conference,Yes,31400000,100.0,18800000,2023 H2,7.9,38,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Baskhar,No,46200000,148.0,18700000,2024 H2,8.0,37661,"Crime,Drama,Thriller",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inheritance,Yes,29600000,95.0,18700000,2024 H1,8.4,21,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Devil Wears Prada,No,33800000,109.0,18600000,2024 H1,7.0,512364,"Comedy,Drama",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Boss Baby: Family Business,No,33000000,107.0,18500000,2024 H1,5.9,25376,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Simple Favor,No,36000000,117.0,18500000,2024 H1,6.7,187169,"Comedy,Crime,Mystery",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Wonderful Story of Henry Sugar,Yes,12500000,41.0,18300000,2023 H2,7.4,84004,"Adventure,Comedy,Drama",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dhoom Dhaam,Yes,33100000,109.0,18200000,2025 H1,6.4,7700,"Action,Comedy,Romance",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Falling for Christmas,Yes,28600000,95.0,18100000,2023 H2,5.3,32515,"Comedy,Romance",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kitchen,Yes,32900000,109.0,18100000,2024 H1,6.4,15,Talk-Show,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Don't Breathe 2,No,29500000,98.0,18100000,2024 H2,6.0,79476,"Action,Crime,Horror",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Gray Man,Yes,38700000,129.0,18000000,2024 H1,7.8,44,"Action,Crime,Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Revelations,Yes,36600000,122.0,18000000,2025 H1,7.5,43,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Life or Something Like It,No,31000000,104.0,17900000,2025 H1,5.8,34073,"Comedy,Romance",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,No,27100000,91.0,17900000,2024 H2,6.7,264387,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shaitaan,Yes,38100000,128.0,17900000,2024 H1,5.5,32,"Action,Crime,Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
American Assassin,No,33500000,112.0,17900000,2024 H1,7.4,47,Documentary,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarot,No,27300000,92.0,17800000,2024 H2,6.2,94,"Drama,Fantasy,Horror",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Extraction,Yes,35100000,118.0,17800000,2023 H2,4.6,1309,"Action,Thriller",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Law Abiding Citizen,No,32200000,109.0,17700000,2024 H2,7.4,338759,"Action,Crime,Drama",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ashes,Yes,29600000,101.0,17600000,2024 H1,7.9,101,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Where the Crawdads Sing,No,36400000,125.0,17500000,2025 H1,7.2,152357,"Drama,Mystery,Romance",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Lolo and the Kid,Yes,28200000,97.0,17400000,2024 H2,6.4,956,Drama,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: Vengeance Most Fowl,Yes,23700000,82.0,17300000,2025 H1,7.5,38440,"Adventure,Animation,Comedy",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luther: The Fallen Sun,Yes,37700000,131.0,17300000,2024 H1,6.4,70670,"Action,Crime,Drama",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Stolen,Yes,30600000,107.0,17200000,2024 H1,6.2,176,Documentary,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untold: The Murder of Air McNair,Yes,16900000,59.0,17200000,2024 H2,5.6,2260,"Crime,Documentary,Sport",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Guardians,No,28700000,100.0,17200000,2025 H1,7.2,204955,"Action,Adventure,Animation",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
John Wick,No,28900000,101.0,17200000,2024 H1,9.2,10,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Exodus: Gods and Kings,No,43000000,150.0,17200000,2024 H1,3.4,15,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Furious,No,31000000,108.0,17200000,2023 H2,5.9,316043,"Action,Crime,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,No,27000000,95.0,17100000,2025 H1,6.3,122642,"Adventure,Animation,Comedy",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sister Death,Yes,25900000,91.0,17100000,2023 H2,6.7,19,"Drama,Western",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triple Frontier,Yes,35600000,126.0,17000000,2023 H2,6.5,157341,"Action,Adventure,Thriller",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Miss Peregrine's Home for Peculiar Children,No,36200000,128.0,17000000,2024 H2,6.7,204360,"Adventure,Drama,Family",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
A Man Called Otto,No,35800000,126.0,17000000,2023 H2,9.7,6,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Wild Robot,No,28800000,102.0,16900000,2025 H1,8.2,200164,"Adventure,Animation,Family",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Sector 36,Yes,34600000,124.0,16700000,2024 H2,7.1,26288,"Crime,Drama,Thriller",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trainwreck: The Astroworld Tragedy,Yes,22500000,81.0,16700000,2025 H1,6.7,5122,Documentary,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 2,No,34000000,122.0,16700000,2024 H1,7.7,20,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 4,No,26200000,94.0,16700000,2024 H2,6.3,74318,"Action,Adventure,Animation",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Instant Family,No,33000000,119.0,16600000,2025 H1,7.5,13,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outside,Yes,39200000,142.0,16600000,2024 H2,8.0,5,"Comedy,Family",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spenser Confidential,Yes,30800000,111.0,16600000,2024 H1,7.2,78,Talk-Show,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sniper: Ultimate Kill,No,25700000,93.0,16600000,2024 H1,5.6,7773,"Action,Drama,Thriller",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Purple Hearts,Yes,34400000,125.0,16500000,2024 H1,7.8,68,"Comedy,Crime,Drama",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Perfect Find,Yes,27500000,100.0,16500000,2023 H2,5.2,3689,"Comedy,Drama,Romance",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wish Dragon,Yes,28100000,103.0,16400000,2024 H1,7.2,37642,"Adventure,Animation,Comedy",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Wolf of Wall Street,No,48800000,180.0,16300000,2023 H2,8.6,8,Talk-Show,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Queenpins,No,29800000,110.0,16300000,2024 H1,6.4,28691,"Comedy,Crime",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Maze Runner,No,30700000,113.0,16300000,2024 H1,6.8,546721,"Action,Mystery,Sci-Fi",0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Disaster Holiday,Yes,25300000,93.0,16300000,2024 H2,4.9,816,"Comedy,Family",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fast and the Furious: Tokyo Drift,No,28000000,104.0,16200000,2023 H2,8.9,16,"Documentary,Short",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jumanji: The Next Level,No,33100000,123.0,16100000,2025 H1,5.5,10,"Comedy,Talk-Show",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
City Hunter,Yes,27900000,104.0,16100000,2024 H1,7.7,1827,"Action,Animation,Comedy",1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
One of Them Days,No,26100000,97.0,16100000,2025 H1,6.5,16887,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman: Rising,Yes,32300000,121.0,16000000,2024 H1,6.9,7031,"Action,Adventure,Animation",1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
White House Down,No,35100000,132.0,16000000,2024 H2,7.5,432,"Drama,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Your Place or Mine,Yes,29500000,111.0,15900000,2024 H1,9.8,5,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlaw,Yes,22200000,84.0,15900000,2024 H2,5.2,137,"Action,Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Meet the Khumalos,Yes,24400000,93.0,15700000,2025 H1,5.1,571,"Comedy,Drama",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love Forever,Yes,24900000,96.0,15600000,2025 H1,5.5,23,Short,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dunki,No,41500000,160.0,15600000,2024 H1,6.5,83611,"Action,Adventure,Comedy",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Transporter 2,No,22700000,88.0,15500000,2024 H1,6.3,223454,"Action,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Knight and Day,No,28100000,109.0,15500000,2025 H1,6.3,221327,"Action,Adventure,Comedy",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Alita: Battle Angel,No,31800000,123.0,15500000,2024 H2,7.1,45,Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World War Z,No,30200000,117.0,15500000,2024 H2,7.0,766462,"Action,Adventure,Horror",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Meg 2: The Trench,No,29800000,116.0,15400000,2024 H1,5.0,97835,"Action,Adventure,Horror",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Fast & Furious,No,27300000,107.0,15300000,2023 H2,6.5,328655,"Action,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
